group_id
14189311
14177459
14173126
14184692
14205189
14187790
14173143
14191719
14198143
14200854
14184998
14218045
14189249
14217670
14173138
14198141
14189248
14191780
14219683
14219682
14198142
14217898
14172825
14187787
14173141
14191778
14219962
14184736
14172823
14187791
14189170
14205225
14219436
14206427
14226909
14226615
14226912
14226874
14223572
14223703
14223707
14223655
14227871
14227904
14187791
14187790
14177459
14172825
14172823
14187791
14187790
14173126
14173141
14173138
14173143
14187787
14191780
14191778
14200854
14198143
14198141
14198142
14219703
14219702
14219700
14219699
14219698
14208916
14208545
14208540
14205856
14205848
14205839
14205789
14205066
14204395
14204376
14203779
14203246
14202618
14204390
14204388
